"Orders_Unique","Returns_Unique","Frequency","Total_Items_Purchased","Quantity_Basket","Total_Items_Returned","Types_Items_Purchased","Unique_Item_Per_Basket","Types_Items_Returned","Unique_Item_Per_Return","Sales_Revenue","Return_Refund","Monetory_Value","Average_Unit_Price_Purchase","Average_Unit_Refund_Return","Country","Is_Buying_Most_Popular","Recency","Recency_Quantile","Frequency_Quantile","Monetory_Value_Quantile"
1,0,1,38,38,0,27,27,0,0,121.74,0,0,3.20368421052632,0,"United Kingdom","0",92,0.82,0.12,0.36
9,0,9,1058,117.555555555556,0,206,38,0,0,1535.39,0,0,1.45121928166352,0,"United Kingdom","0",2,0.07,0.93,0.36
2,0,2,771,385.5,0,38,21.5,0,0,1312.14,0,0,1.70186770428016,0,"United Kingdom","0",46,0.6,0.48,0.36
1,0,1,1000,1000,0,1,1,0,0,320,0,0,0.32,0,"United Kingdom","0",92,0.82,0.12,0.36
1,0,1,202,202,0,57,59,0,0,242.27,0,0,1.19935643564356,0,"United Kingdom","0",92,0.82,0.12,0.36
2,0,2,375,187.5,0,40,20.5,0,0,653.45,0,0,1.74253333333333,0,"United Kingdom","0",65,0.71,0.48,0.36
1,0,1,125,125,0,9,9,0,0,205.8,0,0,1.6464,0,"Germany","0",92,0.82,0.12,0.36
3,0,3,357,119,0,9,3.33333333333333,0,0,695.91,0,0,1.94932773109244,0,"United Kingdom","0",24,0.41,0.65,0.36
1,0,1,204,204,0,13,13,0,0,296.64,0,0,1.45411764705882,0,"United Kingdom","0",91,0.82,0.12,0.36
6,2,8,469,78.1666666666667,-4,53,9.5,2,1,1119.25,-12.25,1107,2.386460554371,3.0625,"United Kingdom","1",8,0.19,0.91,0.84
2,0,2,439,219.5,0,39,20,0,0,957.66,0,0,2.18145785876993,0,"United Kingdom","0",18,0.33,0.48,0.36
3,1,4,370,123.333333333333,-7,7,3.33333333333333,2,2,573.22,-20.65,552.57,1.54924324324324,2.95,"United Kingdom","0",44,0.58,0.76,0.77
2,0,2,196,98,0,11,6,0,0,305.56,0,0,1.55897959183673,0,"Netherlands","0",9,0.2,0.48,0.36
2,0,2,480,240,0,34,17,0,0,482.47,0,0,1.00514583333333,0,"United Kingdom","0",74,0.76,0.48,0.36
1,1,2,36,36,-7,4,4,1,1,165.2,-48.65,116.55,4.58888888888889,6.95,"United Kingdom","0",85,0.8,0.48,0.7
5,0,5,7489,1497.8,0,154,54.6,0,0,9588.75,0,0,1.28037788756843,0,"Norway","1",0,0.01,0.83,0.36
4,0,4,525,131.25,0,19,7.25,0,0,1127.71,0,0,2.14801904761905,0,"United Kingdom","0",10,0.23,0.76,0.36
8,0,8,884,110.5,0,318,68.125,0,0,1508.96,0,0,1.70696832579186,0,"United Kingdom","1",4,0.13,0.92,0.36
1,0,1,208,208,0,21,21,0,0,337.74,0,0,1.62375,0,"United Kingdom","0",91,0.82,0.12,0.36
5,4,9,340,68,-26,58,15.4,9,2.25,709.99,-82.7,627.29,2.08820588235294,3.18076923076923,"United Kingdom","0",32,0.5,0.93,0.78
1,0,1,166,166,0,12,12,0,0,340.38,0,0,2.05048192771084,0,"United Kingdom","1",91,0.82,0.12,0.36
2,0,2,175,87.5,0,27,14,0,0,508.05,0,0,2.90314285714286,0,"United Kingdom","0",36,0.53,0.48,0.36
1,0,1,245,245,0,26,27,0,0,252.73,0,0,1.03155102040816,0,"United Kingdom","1",89,0.81,0.12,0.36
1,0,1,202,202,0,17,17,0,0,418.06,0,0,2.06960396039604,0,"United Kingdom","1",89,0.82,0.12,0.36
1,0,1,60,60,0,9,9,0,0,175.4,0,0,2.92333333333333,0,"United Kingdom","1",89,0.82,0.12,0.36
2,1,3,472,236,-238,25,24.5,25,25,1104.04,-559.52,544.52,2.33906779661017,2.3509243697479,"United Kingdom","0",60,0.68,0.65,0.77
2,0,2,129,64.5,0,52,27.5,0,0,268.05,0,0,2.07790697674419,0,"United Kingdom","1",22,0.38,0.48,0.36
2,0,2,96,48,0,15,7.5,0,0,276.56,0,0,2.88083333333333,0,"United Kingdom","1",31,0.48,0.48,0.36
3,1,4,2732,910.666666666667,-2,18,12,1,1,3322.96,-16.3,3306.66,1.21631039531479,8.15,"United Kingdom","1",32,0.5,0.76,0.95
1,0,1,518,518,0,75,79,0,0,1239.86,0,0,2.39355212355212,0,"United Kingdom","1",89,0.81,0.12,0.36
3,2,5,1146,382,-72,8,3,2,1,2600.34,-76.32,2524.02,2.26905759162304,1.06,"United Kingdom","0",46,0.6,0.83,0.93
1,0,1,1152,1152,0,9,9,0,0,1070.48,0,0,0.929236111111111,0,"United Kingdom","0",89,0.81,0.12,0.36
1,0,1,159,159,0,23,23,0,0,378.64,0,0,2.38138364779874,0,"United Kingdom","1",89,0.81,0.12,0.36
1,0,1,74,74,0,6,6,0,0,103.3,0,0,1.39594594594595,0,"United Kingdom","1",89,0.82,0.12,0.36
2,0,2,359,179.5,0,50,29.5,0,0,354,0,0,0.986072423398329,0,"United Kingdom","0",12,0.27,0.48,0.36
3,0,3,1200,400,0,94,37,0,0,1904.05,0,0,1.58670833333333,0,"United Kingdom","0",7,0.15,0.65,0.36
5,0,5,675,135,0,99,25.4,0,0,1040.38,0,0,1.5413037037037,0,"United Kingdom","0",26,0.44,0.83,0.36
2,0,2,235,117.5,0,40,24.5,0,0,591.35,0,0,2.5163829787234,0,"United Kingdom","1",7,0.15,0.48,0.37
1,0,1,186,186,0,18,18,0,0,305.62,0,0,1.64311827956989,0,"United Kingdom","0",89,0.82,0.13,0.37
6,0,6,2013,335.5,0,256,62.8333333333333,0,0,2248.5,0,0,1.11698956780924,0,"United Kingdom","1",9,0.2,0.87,0.37
3,1,4,864,288,-1,34,14.3333333333333,1,1,2614.74,-20.8,2593.94,3.02631944444444,20.8,"United Kingdom","0",9,0.21,0.76,0.93
2,1,3,809,404.5,-434,38,21,15,15,1065.8,-453.4,612.4,1.31742892459827,1.04470046082949,"United Kingdom","0",26,0.44,0.65,0.78
5,0,5,561,112.2,0,87,27,0,0,1008.39,0,0,1.79748663101604,0,"United Kingdom","1",4,0.13,0.83,0.37
4,0,4,196,49,0,39,10.5,0,0,703.47,0,0,3.58913265306122,0,"United Kingdom","0",24,0.41,0.76,0.37
1,0,1,282,282,0,108,108,0,0,769.81,0,0,2.72982269503546,0,"United Kingdom","0",89,0.81,0.13,0.37
3,2,5,289,96.3333333333333,-33,73,27.6666666666667,3,1.5,807.57,-60.65,746.92,2.7943598615917,1.83787878787879,"United Kingdom","0",19,0.35,0.83,0.79
2,0,2,392,196,0,27,15.5,0,0,774.52,0,0,1.97581632653061,0,"United Kingdom","0",22,0.39,0.48,0.37
1,0,1,118,118,0,13,13,0,0,299.34,0,0,2.53677966101695,0,"United Kingdom","0",89,0.82,0.13,0.37
2,1,3,364,182,-3,23,13,2,2,618.42,-3.75,614.67,1.69895604395604,1.25,"United Kingdom","1",22,0.38,0.65,0.78
2,1,3,354,177,-1,24,17,1,1,453.4,-1.65,451.75,1.28079096045198,1.65,"United Kingdom","0",9,0.22,0.65,0.75
2,0,2,190,95,0,24,12,0,0,581.2,0,0,3.05894736842105,0,"United Kingdom","1",40,0.56,0.48,0.37
2,0,2,968,484,0,22,11.5,0,0,1638.68,0,0,1.69285123966942,0,"United Kingdom","0",88,0.81,0.48,0.37
3,0,3,875,291.666666666667,0,57,21.6666666666667,0,0,1196.55,0,0,1.36748571428571,0,"United Kingdom","0",4,0.12,0.65,0.37
1,1,2,442,442,-1,37,37,1,1,778.65,-5.75,772.9,1.76165158371041,5.75,"United Kingdom","1",81,0.79,0.48,0.8
2,0,2,672,336,0,44,23,0,0,1269.1,0,0,1.88854166666667,0,"United Kingdom","1",67,0.72,0.48,0.37
1,1,2,154,154,-1,23,23,1,1,547.02,-4.25,542.77,3.55207792207792,4.25,"United Kingdom","1",81,0.79,0.48,0.76
2,0,2,1019,509.5,0,63,36,0,0,1643.11,0,0,1.61247301275761,0,"United Kingdom","0",16,0.31,0.48,0.37
4,0,4,638,159.5,0,56,15,0,0,1090.82,0,0,1.70974921630094,0,"United Kingdom","1",16,0.3,0.76,0.37
1,0,1,43,43,0,7,7,0,0,309.05,0,0,7.18720930232558,0,"United Kingdom","0",88,0.81,0.13,0.37
1,0,1,238,238,0,30,30,0,0,620.4,0,0,2.60672268907563,0,"United Kingdom","1",88,0.81,0.13,0.37
1,0,1,756,756,0,23,23,0,0,1304.04,0,0,1.72492063492063,0,"United Kingdom","0",88,0.81,0.13,0.37
6,2,8,2110,351.666666666667,-16,365,106,9,4.5,3450.41,-100.84,3349.57,1.6352654028436,6.3025,"United Kingdom","1",4,0.12,0.92,0.95
1,0,1,196,196,0,14,15,0,0,278.43,0,0,1.4205612244898,0,"United Kingdom","0",88,0.81,0.13,0.37
3,0,3,928,309.333333333333,0,49,20,0,0,910.15,0,0,0.980765086206897,0,"United Kingdom","0",7,0.15,0.65,0.37
1,0,1,185,185,0,53,54,0,0,303.16,0,0,1.6387027027027,0,"United Kingdom","0",88,0.81,0.13,0.37
9,1,10,1531,170.111111111111,-3,111,14.8888888888889,1,1,2308.06,-12.75,2295.31,1.50755062050947,4.25,"United Kingdom","0",5,0.14,0.95,0.92
2,0,2,441,220.5,0,37,19.5,0,0,642.8,0,0,1.45759637188209,0,"United Kingdom","0",16,0.3,0.48,0.37
2,2,4,2340,1170,-32,133,69.5,5,2.5,2578.67,-32.94,2545.73,1.10199572649573,1.029375,"United Kingdom","0",23,0.4,0.76,0.93
3,0,3,346,115.333333333333,0,35,15,0,0,1190.88,0,0,3.44184971098266,0,"United Kingdom","0",7,0.16,0.65,0.37
5,5,10,1739,347.8,-116,44,17.4,6,1.2,2564.84,-202.6,2362.24,1.47489361702128,1.74655172413793,"United Kingdom","0",2,0.06,0.95,0.92
3,3,6,371,123.666666666667,-8,44,18.3333333333333,3,1,912.18,-29.6,882.58,2.45870619946092,3.7,"United Kingdom","1",19,0.35,0.87,0.81
1,0,1,120,120,0,14,14,0,0,266.97,0,0,2.22475,0,"United Kingdom","0",87,0.81,0.13,0.37
2,2,4,404,202,-5,87,48,4,2,899.69,-37.25,862.44,2.22695544554455,7.45,"United Kingdom","1",46,0.59,0.76,0.81
2,4,6,147,73.5,-9,2,2,3,1.25,206.64,-17.1,189.54,1.40571428571429,1.9,"France","0",52,0.63,0.87,0.71
4,0,4,921,230.25,0,104,31.5,0,0,1218.51,0,0,1.32302931596091,0,"United Kingdom","0",15,0.29,0.76,0.37
1,0,1,28,28,0,2,2,0,0,96.6,0,0,3.45,0,"United Kingdom","0",87,0.81,0.13,0.37
2,0,2,1762,881,0,141,77,0,0,1837.77,0,0,1.04300227014756,0,"United Kingdom","0",12,0.27,0.48,0.37
2,0,2,572,286,0,47,28,0,0,397.99,0,0,0.695786713286713,0,"United Kingdom","1",32,0.5,0.48,0.37
1,1,2,656,656,-4,75,75,2,2,1267.32,-14.1,1253.22,1.93189024390244,3.525,"United Kingdom","0",78,0.78,0.48,0.85
2,1,3,550,275,-2,41,23,1,1,948.88,-29.9,918.98,1.72523636363636,14.95,"United Kingdom","0",70,0.73,0.65,0.82
1,0,1,84,84,0,21,21,0,0,364.5,0,0,4.33928571428571,0,"United Kingdom","1",87,0.81,0.13,0.37
1,0,1,211,211,0,30,30,0,0,563.15,0,0,2.66895734597156,0,"United Kingdom","0",87,0.81,0.13,0.37
1,0,1,589,589,0,44,44,0,0,570.19,0,0,0.968064516129032,0,"United Kingdom","0",87,0.81,0.13,0.37
1,0,1,49,49,0,7,7,0,0,117.35,0,0,2.39489795918367,0,"United Kingdom","0",87,0.81,0.13,0.37
1,0,1,7824,7824,0,16,16,0,0,4314.72,0,0,0.551472392638037,0,"United Kingdom","0",87,0.81,0.13,0.37
2,0,2,149,74.5,0,102,52.5,0,0,357.12,0,0,2.39677852348993,0,"United Kingdom","1",23,0.4,0.48,0.37
2,1,3,375,187.5,-8,55,35.5,4,4,1010.18,-13.66,996.52,2.69381333333333,1.7075,"United Kingdom","1",38,0.54,0.65,0.82
1,0,1,226,226,0,35,35,0,0,652.4,0,0,2.88672566371681,0,"United Kingdom","0",87,0.81,0.13,0.37
2,1,3,210,105,-6,22,11,2,2,372.8,-25.5,347.3,1.7752380952381,4.25,"United Kingdom","0",42,0.57,0.65,0.74
1,0,1,250,250,0,5,5,0,0,621.66,0,0,2.48664,0,"United Kingdom","1",86,0.81,0.13,0.37
5,1,6,591,118.2,-2,58,15.2,1,1,1245.9,-5.9,1240,2.10812182741117,2.95,"United Kingdom","0",1,0.02,0.87,0.85
1,0,1,144,144,0,4,4,0,0,112.08,0,0,0.778333333333333,0,"Japan","0",86,0.8,0.13,0.37
2,0,2,362,181,0,56,28.5,0,0,415.13,0,0,1.14676795580111,0,"United Kingdom","0",12,0.27,0.48,0.38
1,0,1,192,192,0,6,6,0,0,378,0,0,1.96875,0,"United Kingdom","0",86,0.81,0.13,0.38
3,2,5,1469,489.666666666667,-5,153,55,4,2,2876.01,-360.33,2515.68,1.95780122532335,72.066,"United Kingdom","1",3,0.1,0.83,0.93
3,0,3,885,295,0,63,24.6666666666667,0,0,1107.46,0,0,1.25136723163842,0,"United Kingdom","1",21,0.37,0.65,0.38
3,0,3,77,25.6666666666667,0,12,5.33333333333333,0,0,256.75,0,0,3.33441558441558,0,"United Kingdom","1",22,0.38,0.65,0.38
2,1,3,161,80.5,-4,24,16,2,2,595.25,-16.8,578.45,3.6972049689441,4.2,"United Kingdom","0",30,0.47,0.65,0.77
1,0,1,216,216,0,1,1,0,0,228.96,0,0,1.06,0,"United Kingdom","0",86,0.81,0.13,0.38
3,0,3,326,108.666666666667,0,116,41,0,0,544.99,0,0,1.67174846625767,0,"United Kingdom","1",3,0.1,0.65,0.38
2,0,2,329,164.5,0,35,17.5,0,0,703.36,0,0,2.13787234042553,0,"United Kingdom","0",31,0.49,0.48,0.38
4,0,4,594,148.5,0,126,51.25,0,0,916.98,0,0,1.54373737373737,0,"United Kingdom","1",35,0.52,0.76,0.38
2,2,4,751,375.5,-13,48,24.5,5,2.5,679.45,-30.76,648.69,0.904727030625832,2.36615384615385,"United Kingdom","1",18,0.33,0.76,0.78
1,1,2,265,265,-1,19,19,1,1,351.65,-4.95,346.7,1.32698113207547,4.95,"Germany","0",72,0.74,0.48,0.74
1,0,1,560,560,0,14,14,0,0,422.04,0,0,0.753642857142857,0,"United Kingdom","0",86,0.8,0.13,0.38
2,0,2,372,186,0,10,5.5,0,0,567.36,0,0,1.52516129032258,0,"United Kingdom","0",72,0.74,0.49,0.38
1,0,1,108,108,0,3,3,0,0,117.24,0,0,1.08555555555556,0,"United Kingdom","0",86,0.8,0.13,0.38
2,0,2,310,155,0,63,31.5,0,0,721.94,0,0,2.32883870967742,0,"United Kingdom","0",57,0.66,0.49,0.38
1,1,2,416,416,-51,42,42,6,7,679.68,-76.71,602.97,1.63384615384615,1.50411764705882,"United Kingdom","0",64,0.7,0.49,0.78
1,0,1,375,375,0,28,28,0,0,494.25,0,0,1.318,0,"United Kingdom","0",85,0.8,0.13,0.38
0,1,1,0,0,-1,0,0,1,1,0,-12.75,0,0,12.75,"United Kingdom","0",85,0.8,0.13,0.38
1,0,1,89,89,0,16,16,0,0,315.69,0,0,3.54707865168539,0,"United Kingdom","0",85,0.8,0.13,0.38
1,0,1,382,382,0,36,36,0,0,627.16,0,0,1.64178010471204,0,"United Kingdom","0",85,0.8,0.13,0.38
2,1,3,1075,537.5,-2,33,16.5,2,2,2093.32,-9.9,2083.42,1.94727441860465,4.95,"United Kingdom","1",51,0.63,0.65,0.91
2,0,2,729,364.5,0,29,15,0,0,1992.11,0,0,2.73266117969822,0,"United Kingdom","1",52,0.64,0.49,0.38
2,2,4,1162,581,-9,20,10,2,1,1025.44,-15.99,1009.45,0.882478485370052,1.77666666666667,"United Kingdom","0",64,0.71,0.76,0.83
2,1,3,95,47.5,-1,29,17,1,1,447.15,-85,362.15,4.70684210526316,85,"United Kingdom","0",60,0.68,0.65,0.74
3,0,3,389,129.666666666667,0,8,6.33333333333333,0,0,1581.15,0,0,4.0646529562982,0,"United Kingdom","0",4,0.11,0.65,0.38
3,1,4,864,288,-5,43,16,4,4,1174.22,-7.05,1167.17,1.35905092592593,1.41,"United Kingdom","0",24,0.42,0.76,0.85
2,0,2,355,177.5,0,88,48.5,0,0,591.19,0,0,1.66532394366197,0,"United Kingdom","1",31,0.49,0.49,0.38
1,1,2,257,257,-1,19,19,1,1,500.21,-5.95,494.26,1.94634241245136,5.95,"United Kingdom","0",73,0.75,0.49,0.76
1,0,1,143,143,0,38,43,0,0,163.5,0,0,1.14335664335664,0,"United Kingdom","1",85,0.8,0.13,0.38
5,0,5,902,180.4,0,89,19.4,0,0,1576.8,0,0,1.74811529933481,0,"United Kingdom","1",19,0.35,0.83,0.38
1,0,1,181,181,0,22,22,0,0,351.47,0,0,1.94182320441989,0,"United Kingdom","1",85,0.8,0.13,0.38
1,0,1,265,265,0,23,23,0,0,655.75,0,0,2.47452830188679,0,"United Kingdom","0",85,0.8,0.13,0.38
7,2,9,1693,241.857142857143,-8,100,19.1428571428571,4,2,2373.82,-40.4,2333.42,1.40213821618429,5.05,"United Kingdom","1",2,0.07,0.93,0.92
1,0,1,246,246,0,56,57,0,0,334.53,0,0,1.35987804878049,0,"United Kingdom","0",85,0.8,0.13,0.38
2,0,2,598,299,0,24,17.5,0,0,1962.3,0,0,3.2814381270903,0,"United Kingdom","0",24,0.42,0.49,0.38
1,0,1,66,66,0,8,8,0,0,52.22,0,0,0.791212121212121,0,"United Kingdom","0",85,0.8,0.13,0.38
5,0,5,269,53.8,0,117,31.6,0,0,900.53,0,0,3.34769516728625,0,"United Kingdom","1",11,0.25,0.83,0.38
1,0,1,1,1,0,1,1,0,0,2033.1,0,0,2033.1,0,"United Kingdom","0",85,0.8,0.13,0.38
2,0,2,134,67,0,9,5.5,0,0,215.48,0,0,1.60805970149254,0,"United Kingdom","0",15,0.29,0.49,0.38
1,0,1,284,284,0,28,28,0,0,508.8,0,0,1.79154929577465,0,"United Kingdom","0",85,0.8,0.13,0.38
1,1,2,108,108,-10,3,3,2,2,211.32,-10.6,200.72,1.95666666666667,1.06,"United Kingdom","0",77,0.77,0.49,0.71
1,1,2,510,510,-510,16,16,16,16,788.38,-788.38,0,1.5458431372549,1.5458431372549,"United Kingdom","0",64,0.7,0.49,0.38
0,1,1,0,0,-2,0,0,2,2,0,-5.9,0,0,2.95,"United Kingdom","0",85,0.8,0.13,0.38
1,0,1,330,330,0,36,36,0,0,678.18,0,0,2.05509090909091,0,"United Kingdom","0",85,0.8,0.13,0.38
4,0,4,722,180.5,0,114,33,0,0,1001.86,0,0,1.38761772853186,0,"United Kingdom","0",1,0.04,0.76,0.38
3,0,3,349,116.333333333333,0,24,11.6666666666667,0,0,739.77,0,0,2.11968481375358,0,"United Kingdom","0",21,0.37,0.65,0.38
7,0,7,709,101.285714285714,0,64,11.2857142857143,0,0,1490.83,0,0,2.1027221438646,0,"United Kingdom","1",8,0.17,0.9,0.38
1,1,2,249,249,-1,26,26,1,1,370.98,-4.95,366.03,1.48987951807229,4.95,"United Kingdom","1",73,0.75,0.49,0.74
1,0,1,606,606,0,46,46,0,0,987.72,0,0,1.62990099009901,0,"United Kingdom","1",84,0.79,0.13,0.39
1,0,1,330,330,0,29,29,0,0,1045.28,0,0,3.16751515151515,0,"United Kingdom","0",84,0.8,0.14,0.39
1,1,2,615,615,-16,48,48,1,1,842.5,-26.4,816.1,1.36991869918699,1.65,"United Kingdom","0",84,0.8,0.49,0.8
1,0,1,317,317,0,34,34,0,0,519.89,0,0,1.64003154574132,0,"Australia","0",84,0.79,0.14,0.39
3,0,3,904,301.333333333333,0,74,25.3333333333333,0,0,1285.65,0,0,1.42217920353982,0,"United Kingdom","0",11,0.24,0.66,0.39
2,0,2,483,241.5,0,42,24,0,0,984.57,0,0,2.03844720496894,0,"United Kingdom","0",1,0.04,0.49,0.39
3,1,4,467,155.666666666667,-13,69,27,6,6,829.89,-107.25,722.64,1.77706638115632,8.25,"United Kingdom","0",21,0.37,0.76,0.79
1,0,1,343,343,0,23,23,0,0,410.48,0,0,1.19673469387755,0,"United Kingdom","1",84,0.8,0.14,0.39
5,0,5,175,35,0,6,4.2,0,0,787.85,0,0,4.502,0,"United Kingdom","0",3,0.08,0.83,0.39
1,0,1,1618,1618,0,4,5,0,0,419.58,0,0,0.259320148331273,0,"United Kingdom","0",84,0.8,0.14,0.39
1,0,1,243,243,0,24,24,0,0,371.01,0,0,1.52679012345679,0,"United Kingdom","1",84,0.8,0.14,0.39
1,0,1,120,120,0,7,7,0,0,248.64,0,0,2.072,0,"United Kingdom","1",84,0.79,0.14,0.39
1,0,1,132,132,0,10,10,0,0,412.01,0,0,3.12128787878788,0,"United Kingdom","0",84,0.8,0.14,0.39
1,1,2,12,12,-12,3,3,3,3,13.3,-13.3,0,1.10833333333333,1.10833333333333,"United Kingdom","0",24,0.42,0.49,0.39
1,0,1,898,898,0,29,29,0,0,1708.24,0,0,1.90227171492205,0,"United Kingdom","0",82,0.79,0.14,0.39
4,0,4,328,82,0,18,6.25,0,0,501.12,0,0,1.52780487804878,0,"United Kingdom","0",17,0.31,0.76,0.39
2,0,2,567,283.5,0,134,84.5,0,0,856.84,0,0,1.51118165784832,0,"United Kingdom","0",40,0.56,0.49,0.39
1,1,2,632,632,-184,7,7,2,2,973.84,-77.84,896,1.54088607594937,0.42304347826087,"United Kingdom","1",64,0.71,0.49,0.81
2,1,3,330,165,-162,12,6.5,3,3,422.6,-119.34,303.26,1.28060606060606,0.736666666666667,"United Kingdom","0",75,0.76,0.66,0.73
5,0,5,463,92.6,0,74,26.4,0,0,798.35,0,0,1.72429805615551,0,"United Kingdom","1",5,0.14,0.83,0.39
1,0,1,32,32,0,14,15,0,0,115.46,0,0,3.608125,0,"United Kingdom","1",82,0.79,0.14,0.39
1,1,2,583,583,-1,48,48,1,1,1062.1,-2.1,1060,1.82178387650086,2.1,"Channel Islands","1",72,0.74,0.49,0.83
1,0,1,137,137,0,13,13,0,0,360.23,0,0,2.62941605839416,0,"United Kingdom","0",81,0.79,0.14,0.39
3,0,3,876,292,0,128,44,0,0,811.23,0,0,0.926061643835617,0,"United Kingdom","0",28,0.45,0.66,0.39
1,0,1,240,240,0,12,12,0,0,675.3,0,0,2.81375,0,"United Kingdom","0",81,0.79,0.14,0.39
1,0,1,62,62,0,5,5,0,0,86.9,0,0,1.40161290322581,0,"United Kingdom","0",81,0.79,0.14,0.39
3,0,3,551,183.666666666667,0,151,75,0,0,708.07,0,0,1.28506352087114,0,"United Kingdom","1",25,0.42,0.66,0.39
1,0,1,13,13,0,3,3,0,0,63.79,0,0,4.90692307692308,0,"Germany","0",81,0.79,0.14,0.39
3,0,3,311,103.666666666667,0,47,17.6666666666667,0,0,1174.58,0,0,3.7767845659164,0,"France","1",23,0.39,0.66,0.39
1,0,1,192,192,0,22,22,0,0,345,0,0,1.796875,0,"United Kingdom","0",81,0.79,0.14,0.39
1,0,1,1236,1236,0,14,14,0,0,1043.1,0,0,0.843932038834951,0,"Germany","0",81,0.79,0.14,0.39
1,0,1,2262,2262,0,53,53,0,0,4366.78,0,0,1.93049513704686,0,"Norway","0",81,0.79,0.14,0.39
1,0,1,33,33,0,13,13,0,0,52.83,0,0,1.60090909090909,0,"United Kingdom","0",81,0.79,0.14,0.39
4,0,4,572,143,0,64,17,0,0,1131.56,0,0,1.97825174825175,0,"United Kingdom","1",8,0.18,0.76,0.39
3,0,3,306,102,0,27,11.3333333333333,0,0,541.46,0,0,1.76947712418301,0,"United Kingdom","0",14,0.28,0.66,0.39
1,0,1,200,200,0,2,2,0,0,358,0,0,1.79,0,"United Kingdom","0",81,0.79,0.14,0.39
4,0,4,695,173.75,0,70,19.5,0,0,1537.09,0,0,2.21164028776978,0,"United Kingdom","0",11,0.24,0.76,0.39
2,2,4,277,138.5,-11,33,16.5,5,2.5,701.23,-34.29,666.94,2.53151624548736,3.11727272727273,"United Kingdom","0",60,0.68,0.76,0.79
2,0,2,142,71,0,11,9.5,0,0,712.5,0,0,5.01760563380282,0,"United Kingdom","0",43,0.57,0.49,0.39
3,0,3,1626,542,0,135,48.3333333333333,0,0,2287.27,0,0,1.40668511685117,0,"United Kingdom","1",8,0.17,0.66,0.39
1,0,1,79,79,0,5,5,0,0,75.75,0,0,0.958860759493671,0,"United Kingdom","0",81,0.79,0.14,0.39
1,0,1,106,106,0,14,14,0,0,228.06,0,0,2.15150943396226,0,"United Kingdom","1",81,0.79,0.14,0.39
0,1,1,0,0,-1,0,0,1,1,0,-2.95,0,0,2.95,"United Kingdom","0",81,0.79,0.14,0.4
2,0,2,365,182.5,0,32,17.5,0,0,741.48,0,0,2.03145205479452,0,"United Kingdom","1",22,0.39,0.49,0.4
1,0,1,272,272,0,12,12,0,0,301.56,0,0,1.10867647058824,0,"United Kingdom","0",80,0.78,0.14,0.4
1,0,1,812,812,0,17,17,0,0,2020.52,0,0,2.48832512315271,0,"United Kingdom","0",80,0.78,0.14,0.4
2,0,2,747,373.5,0,59,29.5,0,0,777.75,0,0,1.04116465863454,0,"France","0",14,0.27,0.49,0.4
1,0,1,104,104,0,14,14,0,0,242.35,0,0,2.33028846153846,0,"United Kingdom","0",80,0.78,0.14,0.4
2,0,2,831,415.5,0,84,51,0,0,1190.96,0,0,1.43316486161251,0,"United Kingdom","0",18,0.34,0.49,0.4
2,0,2,1033,516.5,0,28,14.5,0,0,1631.77,0,0,1.57964181994192,0,"United Kingdom","0",70,0.73,0.49,0.4
1,1,2,76,76,-16,11,12,2,2,168.31,-27.04,141.27,2.21460526315789,1.69,"United Kingdom","1",79,0.78,0.49,0.71
3,0,3,598,199.333333333333,0,166,64.6666666666667,0,0,707.31,0,0,1.18279264214047,0,"United Kingdom","1",0,0.01,0.66,0.4
1,0,1,292,292,0,26,27,0,0,384.14,0,0,1.31554794520548,0,"United Kingdom","1",80,0.78,0.14,0.4
2,1,3,928,464,-5,98,61.5,1,1,2111.43,-29.75,2081.68,2.27524784482759,5.95,"United Kingdom","0",16,0.3,0.66,0.91
3,0,3,462,154,0,42,15.6666666666667,0,0,1056.88,0,0,2.28761904761905,0,"United Kingdom","0",12,0.26,0.66,0.4
2,0,2,942,471,0,72,53.5,0,0,1350.63,0,0,1.4337898089172,0,"United Kingdom","0",14,0.28,0.49,0.4
1,0,1,14,14,0,11,11,0,0,49.1,0,0,3.50714285714286,0,"United Kingdom","0",80,0.79,0.14,0.4
1,0,1,158,158,0,14,14,0,0,324.14,0,0,2.05151898734177,0,"United Kingdom","0",80,0.78,0.14,0.4
1,0,1,204,204,0,35,35,0,0,238.22,0,0,1.16774509803922,0,"United Kingdom","0",80,0.78,0.14,0.4
3,0,3,146,48.6666666666667,0,38,16.3333333333333,0,0,454.01,0,0,3.10965753424658,0,"United Kingdom","0",24,0.42,0.66,0.4
1,0,1,325,325,0,42,42,0,0,768.24,0,0,2.36381538461538,0,"United Kingdom","1",80,0.78,0.14,0.4
3,0,3,282,94,0,39,15.6666666666667,0,0,944.23,0,0,3.34833333333333,0,"Norway","1",36,0.53,0.66,0.4
2,1,3,312,156,-4,23,12,2,2,603.72,-10.95,592.77,1.935,2.7375,"United Kingdom","0",16,0.31,0.66,0.77
2,1,3,298,149,-1,58,32.5,1,1,1081.16,-4.95,1076.21,3.62805369127517,4.95,"United Kingdom","1",33,0.51,0.66,0.84
1,0,1,1176,1176,0,17,17,0,0,3850.9,0,0,3.27457482993197,0,"Denmark","0",79,0.78,0.14,0.4
1,0,1,353,353,0,32,32,0,0,549.84,0,0,1.55762039660057,0,"Belgium","0",79,0.78,0.14,0.4
